GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "20069","Gray, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",201268,198852,196432,191371,245570,192731,230986,261205,302931,452778,541497,567879,695498,709756,706422,792736,705884,685677,621746,529997
 "20071","Greeley, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",116347,65312,131419,66740,93782,58954,105002,92019,91590,112073,108516,102979,115111,94491,80029,123332,178228,171045,159555,160056
 "20071","Greeley, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",112.981,63.422,127.617,64.810,91.069,57.249,101.964,89.357,88.941,108.832,105.378,100.000,111.781,91.757,77.714,119.765,173.073,166.097,154.940,155.426
 "20071","Greeley, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",74208,40399,88900,50372,70560,45007,89945,82394,69702,93751,106794,102979,118347,93069,72600,105587,162019,152676,141385,135758
 "20073","Greenwood, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",155918,163851,167150,165564,168426,193559,178380,149939,148733,151699,142819,150654,166776,160494,154620,157150,152997,156523,153354,150528
 "20073","Greenwood, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",103.494,108.760,110.949,109.897,111.797,128.479,118.404,99.525,98.725,100.694,94.800,100.000,110.701,106.532,102.633,104.312,101.556,103.896,101.793,99.917
 "20073","Greenwood, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",111131,117330,126184,132676,137970,162383,162028,142699,137176,144743,141738,150654,171469,165479,152849,154456,153815,160104,158673,155618
 "20075","Hamilton, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",188797,128742,150865,145283,171400,111641,170379,171328,162044,245602,198033,192123,244218,299487,294758,279760,264709,298381,307977,300034
 "20075","Hamilton, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",98.269,67.010,78.525,75.620,89.213,58.109,88.682,89.176,84.344,127.836,103.076,100.000,127.115,155.882,153.421,145.615,137.781,155.307,160.302,156.167
 "20075","Hamilton, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",117213,75849,100026,108151,123685,81341,138055,146729,117197,197308,193935,192123,252294,289597,246393,210646,212916,237713,246281,232356
 "20077","Harper, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",157593,192818,232538,214483,237215,277648,230666,238402,219271,219505,232239,280089,292739,352310,348155,329435,318338,313968,330280,336793
 "20077","Harper, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",56.265,68.842,83.023,76.577,84.693,99.128,82.354,85.117,78.286,78.370,82.916,100.000,104.516,125.785,124.301,117.618,113.656,112.096,117.919,120.245
 "20077","Harper, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",114811,140818,180791,178946,198657,233901,214305,231215,198586,206406,230256,280089,302594,362135,291571,269380,272496,279451,295021,299144
 "20079","Harvey, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",941702,982097,1014318,1073775,1065080,1097886,1073516,1142067,1121856,1098475,1145193,1181340,1185638,1150898,1155214,1151628,1118925,1198149,1194007,1154214
 "20079","Harvey, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",79.715,83.134,85.862,90.895,90.159,92.936,90.873,96.676,94.965,92.986,96.940,100.000,100.364,97.423,97.788,97.485,94.717,101.423,101.072,97.704
 "20079","Harvey, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",738438,786059,825314,892569,907700,960462,977884,1059663,1062454,1047001,1113171,1181340,1219062,1204885,1241586,1261651,1240282,1350842,1387182,1376046
 "20081","Haskell, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",364895,444962,356896,322801,383039,292130,260618,255505,402975,413540,421359,343475,436665,473570,461060,582018,582712,491271,357932,337005
 "20081","Haskell, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",106.236,129.547,103.908,93.981,111.519,85.051,75.877,74.388,117.323,120.399,122.675,100.000,127.132,137.876,134.234,169.450,169.652,143.030,104.209,98.116
 "20081","Haskell, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",224027,253614,236228,243948,290421,221653,221701,245396,290493,343724,423395,343475,453284,467044,378963,432482,469644,401250,285765,250766
 "20083","Hodgeman, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",53875,48440,57167,50296,68990,41933,60506,94071,97164,109925,102888,96260,137764,127806,177260,177002,159546,156402,161290,155446
 "20083","Hodgeman, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",55.968,50.322,59.388,52.250,71.670,43.562,62.857,97.725,100.939,114.196,106.885,100.000,143.116,132.771,184.146,183.878,165.744,162.479,167.556,161.486
 "20083","Hodgeman, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",38110,33929,42989,41079,55315,34180,53197,86443,73493,92582,102617,96260,142764,125842,149284,134941,129530,126938,129833,119605
 "20085","Jackson, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",308226,317933,312781,343126,329511,309576,327264,309019,290867,293605,304668,308532,307744,311599,317198,322072,329293,370144,353105,350273
 "20085","Jackson, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",99.901,103.047,101.377,111.212,106.800,100.338,106.071,100.158,94.274,95.162,98.748,100.000,99.745,100.994,102.809,104.388,106.729,119.969,114.447,113.529
 "20085","Jackson, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",232128,245383,246921,279873,276557,268706,295211,285421,275687,281455,296752,308532,316644,328559,344151,358040,369302,425371,420103,429110
 "20087","Jefferson, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",295520,303907,324513,327960,318283,310924,330844,337521,349819,339966,348570,359228,376442,362424,380142,393853,391865,394754,398250,389694
 "20087","Jefferson, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.265,84.600,90.336,91.296,88.602,86.553,92.099,93.957,97.381,94.638,97.033,100.000,104.792,100.890,105.822,109.639,109.085,109.890,110.863,108.481
 "20087","Jefferson, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",203841,215778,237397,252698,256817,264172,292901,308566,328125,322513,338366,359228,380596,372366,395659,414342,423321,436081,451164,450670
 "20089","Jewell, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",93158,75167,111335,97726,87377,105875,100976,124461,112812,100212,154216,117692,149073,124765,134819,119077,95238,130227,139435,134852
 "20089","Jewell, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",79.154,63.867,94.599,83.035,74.242,89.960,85.797,105.751,95.854,85.148,131.034,100.000,126.663,106.010,114.552,101.176,80.921,110.650,118.474,114.580
 "20089","Jewell, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",65761,53322,82681,78705,68746,84351,91032,113870,93465,87226,150590,117692,153253,124160,126265,105731,87105,120351,129890,123303
 "20091","Johnson, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",27265496,28644937,29685414,30256355,32490175,35333593,37730182,38847062,37050028,35516402,35313835,36816012,38466146,40033768,41526688,42503367,43583997,44869982,46428493,45975899
 "20091","Johnson, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",74.059,77.806,80.632,82.183,88.250,95.973,102.483,105.517,100.636,96.470,95.920,100.000,104.482,108.740,112.795,115.448,118.383,121.876,126.110,124.880
 "20091","Johnson, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",22900080,24384679,25573334,26579016,29109033,32317481,35157025,36527508,35686953,34316477,34558662,36816012,39160774,41356929,43589532,45114596,46685678,48937746,51680541,52125360
 "20093","Kearny, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",258391,273295,270887,226395,231145,189329,199659,190204,248598,259383,225759,239057,259654,252618,257037,283721,267023,257969,260732,265580
 "20093","Kearny, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",108.088,114.322,113.315,94.703,96.690,79.198,83.519,79.564,103.991,108.502,94.437,100.000,108.616,105.673,107.521,118.684,111.698,107.911,109.067,111.095
 "20093","Kearny, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",144807,140725,170095,162724,181568,149961,174022,188228,183104,219755,226491,239057,269703,251568,214082,219888,221026,218487,220651,217117
 "20095","Kingman, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",184083,207057,222789,223101,230923,283998,227618,233053,222681,220070,231893,274852,340029,328149,306921,311464,271382,272293,277391,348925
 "20095","Kingman, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",66.975,75.334,81.058,81.172,84.017,103.328,82.815,84.792,81.019,80.068,84.370,100.000,123.714,119.391,111.668,113.321,98.737,99.069,100.924,126.950
 "20095","Kingman, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",135809,152944,175343,189200,199813,250445,220251,237177,205239,213155,231168,274852,349720,345371,309952,309519,278562,289195,299922,374692
 "20097","Kiowa, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",106242,115044,144436,128675,123545,126531,125964,108962,111716,107068,113594,116317,140186,111703,121546,124615,115036,129460,112542,123322
 "20097","Kiowa, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.338,98.905,124.175,110.625,106.214,108.781,108.294,93.676,96.044,92.049,97.659,100.000,120.520,96.033,104.496,107.134,98.899,111.299,96.755,106.022
 "20097","Kiowa, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",73565,79084,106404,102576,99667,104079,114886,104974,98840,99824,112974,116317,145101,116844,120099,122832,117182,135995,119771,129071
 "20099","Labette, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",634569,625361,617875,645964,663549,702508,726211,739740,675053,703542,742169,731063,739353,748484,753049,761390,765305,780532,779473,744087
 "20099","Labette, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.801,85.541,84.517,88.360,90.765,96.094,99.336,101.187,92.339,96.236,101.519,100.000,101.134,102.383,103.007,104.148,104.684,106.767,106.622,101.782
 "20099","Labette, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",487242,488254,491201,529084,558262,608650,649868,678936,644646,672544,722753,731063,760944,782713,807458,824341,838743,872215,894721,871616
 "20101","Lane, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",81831,65774,84134,54600,100804,97616,100419,135438,141829,162052,161466,162243,160097,159056,180104,208387,163765,159786,142236,129817
 "20101","Lane, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",50.437,40.540,51.857,33.653,62.132,60.166,61.894,83.478,87.418,99.882,99.521,100.000,98.677,98.035,111.008,128.441,100.938,98.486,87.668,80.014
 "20101","Lane, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",55002,43437,59380,41261,76946,74449,87282,124912,105411,135147,161612,162243,165892,156910,150013,156073,131777,129784,114521,99824
 "20103","Leavenworth, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1897322,1982412,2039012,2137463,2159427,2195727,2226483,2304731,2386989,2534020,2564873,2618590,2584498,2542966,2547132,2611388,2645531,2668523,2604170,2562300
 "20103","Leavenworth, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",72.456,75.705,77.867,81.626,82.465,83.851,85.026,88.014,91.156,96.770,97.949,100.000,98.698,97.112,97.271,99.725,101.029,101.907,99.449,97.850
 "20103","Leavenworth, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1444707,1558909,1653896,1782695,1863311,1963780,2054634,2165991,2286896,2460525,2527287,2618590,2629154,2644799,2712293,2821243,2901179,2997708,2996141,3017069
 "20105","Lincoln, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",70572,62100,79778,72465,76309,77133,90833,117312,94550,124159,136150,127017,130589,120863,118271,111950,110319,108880,98786,125795
 "20105","Lincoln, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",55.561,48.891,62.809,57.052,60.078,60.726,71.513,92.359,74.439,97.750,107.190,100.000,102.812,95.155,93.114,88.138,86.854,85.721,77.774,99.038
 "20105","Lincoln, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",52542,47030,62855,61221,63384,65164,85556,112248,86261,116204,135270,127017,134618,127902,124898,116619,117361,118824,110719,141161
 "20107","Linn, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",384722,431978,437784,481989,424532,447397,450336,472551,474247,503769,535367,579091,521359,505320,483672,568633,381639,427896,441336,464947
 "20107","Linn, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",66.436,74.596,75.599,83.232,73.310,77.259,77.766,81.602,81.895,86.993,92.450,100.000,90.031,87.261,83.523,98.194,65.903,73.891,76.212,80.289
 "20107","Linn, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",311548,339731,360559,407948,374658,420538,428457,450880,495311,514630,548114,579091,537957,554263,532234,609442,418986,484016,510491,533206
 "20109","Logan, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",113149,97882,121530,94755,122627,91686,134832,127175,142748,153329,164690,154927,183231,161557,161142,157171,156433,149140,150559,168538
 "20109","Logan, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.034,63.180,78.443,61.161,79.151,59.180,87.029,82.087,92.139,98.969,106.302,100.000,118.269,104.280,104.012,101.449,100.972,96.265,97.181,108.786
 "20109","Logan, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",79639,69146,90037,74647,97513,74838,119026,116244,117117,136102,164406,154927,189888,165226,147203,140672,145531,144799,148141,164191
 "20111","Lyon, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1148353,1116515,1150844,1191231,1184992,1189941,1186323,1192447,1127343,1117081,1161524,1173577,1122131,1108308,1100659,1135277,1210759,1357846,1310621,1315623
 "20111","Lyon, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",97.851,95.138,98.063,101.504,100.973,101.394,101.086,101.608,96.060,95.186,98.973,100.000,95.616,94.438,93.787,96.736,103.168,115.702,111.677,112.104
 "20111","Lyon, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",901684,899156,938321,986855,1001748,1025794,1051909,1088478,1078592,1073903,1123667,1173577,1150302,1163297,1190020,1248782,1336583,1514181,1497650,1551079
 "20113","McPherson, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1394422,1466955,1561148,1473799,1657505,1872608,1812438,1654491,1736983,1671990,1696694,1437092,1384590,1487368,1555551,1826610,1937080,2099008,2042434,1975391
 "20113","McPherson, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",97.031,102.078,108.632,102.554,115.337,130.305,126.118,115.128,120.868,116.345,118.064,100.000,96.347,103.498,108.243,127.105,134.792,146.059,142.123,137.458
 "20113","McPherson, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",927906,974649,1071216,1052064,1244253,1483509,1516182,1405758,1471320,1473401,1631494,1437092,1419771,1547980,1646634,1857810,2116097,2499234,2325246,2096816
 "20115","Marion, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",254136,257564,298028,328909,336173,315179,313831,312040,323499,305251,301372,312835,325511,316879,328235,347857,326130,359287,391573,378791
 "20115","Marion, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",81.236,82.332,95.267,105.138,107.460,100.749,100.318,99.746,103.409,97.576,96.336,100.000,104.052,101.293,104.923,111.195,104.250,114.849,125.169,121.083
 "20115","Marion, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",192643,199256,238759,278803,281152,268196,285981,291983,295970,287664,294089,312835,333716,329118,345027,368429,350598,391624,433958,422742
 "20117","Marshall, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",321818,327242,335831,417317,438189,469635,420661,450380,432082,455508,588879,565260,582443,552515,515609,436391,468566,470338,467741,458072
 "20117","Marshall, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",56.933,57.892,59.412,73.827,77.520,83.083,74.419,79.677,76.440,80.584,104.178,100.000,103.040,97.745,91.216,77.202,82.894,83.207,82.748,81.037
 "20117","Marshall, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",264563,270389,284379,367634,377220,405693,389988,421703,397745,426977,567994,565260,597277,577909,567338,487054,525739,534812,547449,547578
 "20119","Meade, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",135641,152531,161422,159030,182489,123010,208021,163781,216968,253911,254425,249790,298024,267346,258034,296947,247562,264470,289356,261867
 "20119","Meade, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",54.302,61.064,64.623,63.666,73.057,49.246,83.278,65.567,86.860,101.650,101.856,100.000,119.310,107.028,103.300,118.879,99.108,105.877,115.840,104.835
 "20119","Meade, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",88985,98635,112712,120833,136965,94367,174024,143816,165817,212751,250347,249790,308314,267323,236208,257594,225660,243509,271248,242583
 "20121","Miami, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",606738,655408,653207,685385,669930,660945,702710,711993,685881,693403,704273,680904,708031,714111,750405,802010,832406,875106,878673,870369
 "20121","Miami, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.108,96.256,95.932,100.658,98.388,97.069,103.202,104.566,100.731,101.836,103.432,100.000,103.984,104.877,110.207,117.786,122.250,128.521,129.045,127.826
 "20121","Miami, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",454846,503764,514469,559046,567294,581670,639713,664020,655028,667211,688331,680904,727221,749754,803050,872178,920078,990274,1021197,1035345
 "20123","Mitchell, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",253396,236576,285131,288140,290968,308369,291341,343596,310818,326461,369454,363406,370675,381059,362720,359532,368208,397227,417815,422965
 "20123","Mitchell, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",69.728,65.100,78.461,79.289,80.067,84.855,80.170,94.549,85.529,89.834,101.664,100.000,102.000,104.858,99.811,98.934,101.322,109.307,114.972,116.389
 "20123","Mitchell, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",189952,179084,222251,235843,236613,254596,261761,313546,275854,298639,359293,363406,382271,396110,378009,376773,390928,430424,464102,477774
 "20125","Montgomery, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1341571,1334079,1463914,1330488,1798751,1414266,1763858,1473696,1551689,1462908,1559953,1415277,1336187,1396891,1278593,1401009,1451863,1601484,1723501,1774966
 "20125","Montgomery, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",94.792,94.263,103.437,94.009,127.095,99.929,124.630,104.128,109.639,103.366,110.222,100.000,94.412,98.701,90.342,98.992,102.585,113.157,121.778,125.415
 "20125","Montgomery, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",931469,925430,1049075,987063,1434838,1189464,1537598,1304270,1348211,1327507,1513964,1415277,1359330,1442768,1337101,1408801,1564346,1885676,1904749,1743775
 "20127","Morris, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",132560,139878,145695,143790,140523,139965,133841,132652,165923,154465,153505,149655,151421,149708,162748,182708,174653,208613,188196,189998
 "20127","Morris, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.577,93.467,97.354,96.081,93.897,93.525,89.433,88.638,110.870,103.214,102.572,100.000,101.180,100.035,108.749,122.086,116.703,139.396,125.753,126.957
 "20127","Morris, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",100664,108241,115613,118423,118113,121856,121195,122626,150894,144425,150220,149655,155717,153929,163208,177868,175086,210681,192882,195382
 "20129","Morton, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",184910,165693,171246,178998,200141,178386,158780,155716,167825,172650,148703,159280,168573,158595,123882,115663,160483,157743,139749,150566
 "20129","Morton, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",116.091,104.026,107.512,112.379,125.654,111.995,99.686,97.763,105.365,108.394,93.359,100.000,105.834,99.570,77.776,72.616,100.755,99.035,87.738,94.529
 "20129","Morton, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",119682,100383,125082,145796,173941,155814,150494,168894,139580,161115,151972,159280,175001,161000,106605,97499,143738,145110,127029,130292
 "20131","Nemaha, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",317733,296869,308151,369735,359659,304933,355454,365046,408708,394136,478233,443863,441371,438902,401387,402586,458797,464952,391116,426018
 "20131","Nemaha, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",71.584,66.883,69.425,83.299,81.029,68.700,80.082,82.243,92.080,88.797,107.743,100.000,99.438,98.882,90.430,90.701,103.365,104.751,88.116,95.980
 "20131","Nemaha, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",241297,228395,243317,305089,294222,254807,312534,327084,354975,354024,463180,443863,453388,453997,420508,429689,496551,509988,439917,490089
 "20133","Neosho, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",478759,501427,523280,533131,552993,600331,595353,581177,531841,547201,537725,553519,539799,522328,492009,492472,502707,516292,568001,527388
 "20133","Neosho, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.494,90.589,94.537,96.317,99.905,108.457,107.558,104.997,96.084,98.859,97.147,100.000,97.521,94.365,88.887,88.971,90.820,93.275,102.616,95.279
 "20133","Neosho, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",397867,421156,444313,463070,489709,540556,555412,555455,499149,522710,524958,553519,555051,545611,518376,525262,545534,573755,644192,610456
 "20135","Ness, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",114288,119786,136742,118728,130049,129828,169320,185911,178657,175151,162303,190753,188670,165598,161696,172689,173438,182716,186109,192308
 "20135","Ness, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",59.914,62.796,71.686,62.242,68.177,68.061,88.764,97.462,93.659,91.821,85.086,100.000,98.908,86.813,84.767,90.530,90.923,95.787,97.566,100.815
 "20135","Ness, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",82224,85255,105412,98730,113024,115734,162764,193068,152528,164459,166030,190753,196174,171873,146108,152320,160144,175263,177968,177022
 "20137","Norton, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",201618,182571,199784,198952,226060,210243,234986,210694,229567,266999,261600,241311,283872,252889,232735,256956,223584,212622,226168,236493
 "20137","Norton, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",83.551,75.658,82.791,82.446,93.680,87.125,97.379,87.312,95.133,110.645,108.408,100.000,117.637,104.798,96.446,106.483,92.654,88.111,93.725,98.003
 "20137","Norton, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",143435,131177,148698,155908,175216,165446,202380,185490,197555,239504,256761,241311,291967,257704,231732,253602,225630,218778,237077,248921
 "20139","Osage, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",222400,227786,225069,242653,232211,230571,239426,251603,288235,252655,245124,263558,262623,257205,268189,270669,267372,297439,291580,290191
 "20139","Osage, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.384,86.427,85.396,92.068,88.106,87.484,90.844,95.464,109.363,95.863,93.006,100.000,99.645,97.589,101.757,102.698,101.447,112.855,110.632,110.105
 "20139","Osage, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",167398,175654,178738,201248,197503,203695,218034,234411,272127,242471,239362,263558,268748,268400,287368,295687,298102,338570,339925,344324
 "20141","Osborne, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",127352,121044,136673,124386,126164,139809,137230,155070,159046,169624,193843,160447,171708,162733,168013,151940,162222,167818,165896,163332
 "20141","Osborne, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",79.373,75.442,85.182,77.524,78.633,87.137,85.530,96.648,99.127,105.719,120.814,100.000,107.018,101.425,104.715,94.698,101.106,104.594,103.396,101.798
 "20141","Osborne, KS",4,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",92290,88025,103612,99751,101333,114804,123060,142714,137542,152580,188638,160447,176923,167000,167872,149756,163473,173019,176570,176231
 "20143","Ottawa, KS",4,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",109526,116215,128408,132456,122791,149072,118532,142183,134984,134534,133966,128255,125618,114654,110385,105971,108805,108638,101593,110859
 "20143","Ottawa, KS",4,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",85.397,90.612,100.119,103.275,95.740,116.231,92.419,110.860,105.247,104.895,104.453,100.000,97.944,89.395,86.067,82.625,84.835,84.705,79.211,86.436
